mid,title,rating,rank,type,genre,rdate,language,cover,description,trailer,released,year
36,Kamikaze Kaitou Jeanne,7.81,1124,manga,"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Romance"", ""Supernatural""]","Dec  29, 1997 to Jun  3, 2000","[""Japanese""]",https://cdn.myanimelist.net/images/manga/4/175801.jpg,"By day, Kusakabe Maron is an ordinary high school girl with more than her share of problems. But by night, she is Kamikaze Kaito Jeanne, the reincarnation of Joan of Arc! Her mission: to hunt down demon-possessed paintings and exorcise the evil spirits! Too bad accomplishing this mission puts her into conflict with the authorities, who view her as a mysterious stranger vandalizing works of art. With only the help of angel-in-training Finn, she must survive high school during the day and battle evil by night!  (Source: CMX)",Null,TRUE,"Dec  29, 1997 to Jun  3, 2000"
37,Shinshi Doumei Cross,7.87,954,manga,"[""Comedy"", ""Drama"", ""Romance""]","Aug  3, 2004 to Jun  3, 2008","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/33507.jpg,"Imperial Academy is an elite private school whose student body is divided into the ranks of Gold, Silver, and Bronze. Depending on your family's wealth and your individual merit, you can be classified as a Silver or Bronze student. However, there is only one Gold student, and this year that person is Shizumasa Touguu—nicknamed ""the Emperor"" because he is the Student Council President.  When she was very young, Haine Otomiya fell in love with Shizumasa, after reading the children's picture book that he authored. She had met him twice before attending Imperial Academy, but as a Bronze student, her rank is far below his, so she has been unable to approach him at school.   Haine jumps at an opportunity to get close to Shizumasa, and she unexpectedly becomes his bodyguard as well as a member of the Student Council. It seems like a dream come true for her, but soon she will learn that everyone in the Student Council is hiding secrets, and her own shameful history cannot be forgotten either.  [Written by MAL Rewrite]   Included one-shots",Null,TRUE,"Aug  3, 2004 to Jun  3, 2008"
38,+Anima,7.67,1641,manga,"[""Adventure"", ""Fantasy""]","Dec  27, 1999 to Jan  27, 2005","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/178178.jpg,"+Anima are rare and mysterious human-like beings capable of transforming their body into the form of an animal, but they are ostracised from society by humans. Cooro, a young orphaned +Anima with the abilities of a crow, struggles to find acceptance and belonging. Having been found on a church altar as a baby, he knows little of his origins and his species despite the poor reputation they receive. Thus, he resolves to search for more of his kind.  Together with his newfound companions—Husky, Nana Alba, and Senri—Cooro embarks on a quest to meet other outcasts and discover their place in an unforgiving world. As the bond between the four +Anima grows to become unbreakable throughout their travels, a sense of adventure seems everlasting. However, the group soon realizes that finding somewhere to belong might prove more challenging than previously anticipated.  +Anima follows the hardships and adventures of Cooro and his friends as they learn of the difficulties and prejudice experienced by their kin.  [Written by MAL Rewrite]",Null,TRUE,"Dec  27, 1999 to Jan  27, 2005"
39,Zombie Powder.,7.04,7060,manga,"[""Action"", ""Comedy"", ""Supernatural""]","Jul  19, 1999 to Feb  15, 2000","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/180035.jpg,"Gamma Akutabi is a mysterious figure, drifting through the western desert with a giant sword slung over his shoulder and a right arm made completely of metal spreading up and over his cheek. He searches endlessly for a mythical set of 12 Rings of the Dead—jewelry said to give life to the possessor. These rings are hunted by mercenaries and outlaws alike for a wide variety of reasons, but Gamma seeks to grant himself eternal life by possessing all 12.  Gamma comes across teenager John Elwood Shepherd in his travels, who decides to follow Gamma after a brutal fight claims the life of his sister. Elwood seeks to use the Rings of the Dead to bring his sister back to life and quickly develops an admiration for Gamma, whose combat prowess saves Elwood's life time after time. Along the way, the two travelers encounter new friends and old allies from Gamma's past, working with them to defeat enemies who seek to use the Rings of the Dead for their own nefarious purposes.  [Written by MAL Rewrite]   Included one-shots: Volume 2: Ultra Unholy Hearted Machine Volume 3: Kokumashi Urara (Rune Master Urara) Volume 4: Bad Shield United",Null,TRUE,"Jul  19, 1999 to Feb  15, 2000"
40,Black Cat,7.83,1038,manga,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy""]","Jul  11, 2000 to Jun  14, 2004","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/186071.jpg,"Train Heartnet is an amicable bounty hunter—known as a ""Sweeper""—with a talent for sharpshooting. Working alongside his cool-headed partner Sven Vollfied, they hunt down wanted criminals. Unfortunately, however, despite their efforts, the dynamic duo always seems to be short on money, which forces them to accept a job from the beautiful Rinslet Walker, a sly thief for hire, and a mysterious girl named Eve.  However, the motley crew soon discovers a terrible plot to revolutionize the world, and the mastermind is someone Train knows and loathes with a passion. As the plan is set into motion, it is soon made clear that behind the carefree sharpshooter's smiling face lies a tragic past and an insatiable desire for revenge.  [Written by MAL Rewrite]  Included one-shot: Volume 8: Stray Cat (pilot)",Null,TRUE,"Jul  11, 2000 to Jun  14, 2004"
41,Busou Renkin,7.28,4293,manga,"[""Action"", ""Comedy"", ""Fantasy"", ""Supernatural""]","Jun  23, 2003 to Apr  25, 2006","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/149583.jpg,"Busou Renkin is the story of the teenager Kazuki Mutou, who dies trying to save a girl who was being attacked by an eerie monster. The next morning, however, Kazuki is left wondering whether it was all a dream. Lo and behold, the girl, the monster, and his death are all real! The girl, Tokiko Tsumura, was actually trying to slay the homunculus (a beast that can take the form of humans, but whose main source of food is people), but Kazuki got in her way. To revive Kazuki, Tokiko replaces his heart with a ""kakugane,"" an alchemic device that allows him to summon a lance with which to fight the monsters. It turns out that Tokiko is a member of Renkin Kenshi (Alchemist Soldiers)—an organization sworn to protect the world from the diabolical creatures. Soon, Kazuki joins Tokiko in her quest to terminate the sinister being that creates and controls the homunculus.  (Source: VIZ Medai)  Included one-shot: Volume 10: Embalming: Dead Body and Bride",Null,TRUE,"Jun  23, 2003 to Apr  25, 2006"
43,Eyeshield 21,8.49,125,manga,"[""Action"", ""Comedy"", ""Sports""]","Jul  23, 2002 to Jun  15, 2009","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/165586.jpg,"Timid, diminutive, and frequently the target of bullies, Sena Kobayakawa has just enrolled at Deimon Private High School. When he angers a group of delinquents by refusing to act as their errand boy, he makes an incredibly speedy getaway, an ability he has developed through years of running from his tormentors.  Youichi Hiruma—the demonic captain of the Deimon Devil Bats football team—happens to be nearby, and seeing Sena's ""golden legs"" at work, forcibly recruits him as a running back despite Sena's desire to be team manager instead. Made to don the number 21 jersey and a special helmet to hide his identity as a player, Sena becomes ""Eyeshield 21,"" the team's closely guarded secret weapon. Soon he realizes his love for the sport, and aims to help the Devil Bats reach the Christmas Bowl, the high school football championship.  [Written by MAL Rewrite]",Null,TRUE,"Jul  23, 2002 to Jun  15, 2009"
44,Gintama,8.6,74,manga,"[""Action"", ""Comedy"", ""Sci-Fi""]","Dec  8, 2003 to Jun  20, 2019","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/143121.jpg,"During the Edo period, Japan is suddenly invaded by alien creatures known as the ""Amanto."" Despite the samurai's attempts to combat the extraterrestrial menace, the Shogun soon realizes that their efforts are futile and decides to surrender. This marks the beginning of an uneasy agreement between the Shogunate and Amanto, one that results in a countrywide sword ban and the disappearance of the samurai spirit.  However, there exists one eccentric individual who wields a wooden sword and refuses to let his samurai status die. Now that his kind are no longer needed, Gintoki Sakata performs various odd jobs around town in order to make ends meet. Joined by his self-proclaimed disciple Shinpachi Shimura, the fearsome alien Kagura, and a giant dog named Sadaharu, they run the business known as Yorozuya, often getting caught up in all sorts of crazy and hilarious shenanigans.  [Written by MAL Rewrite]  Included one-shots: Volume 1: Dandelion Volume 2: Shirokuro (Black and White) Volume 24: 13 Volume 38: Bankara-san ga Tooru",Null,TRUE,"Dec  8, 2003 to Jun  20, 2019"
45,Ichigo 100%,7.8,1137,manga,"[""Comedy"", ""Drama"", ""Romance"", ""Ecchi""]","Feb  19, 2002 to Aug  1, 2005","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/51695.jpg,"Junpei Manaka sneaks up to the roof to see the sunset. When he opens the door, he startles a mysterious beauty. She panics and runs away, but not before Junpei has caught sight of her adorable strawberry print panties...in EXTREME close-up. With that vision forever burned into his memory, Junpei embarks on a quest to find the girl, and the panties, of his dreams!  (Source: Viz)",Null,TRUE,"Feb  19, 2002 to Aug  1, 2005"
46,Kannade,6.87,9075,manga,"[""Action"", ""Mystery""]","Sep  22, 2003 to Dec  15, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/4441.jpg,"Akito Hayama is the infamous God Hand, an art thief who steals only masterpieces. But these arn't your ordinary art pieces, they're actually copies made by Akito's missing mother. Akito is caught by an underground art broker and consequently learns the reason for the disappearance of his mother. In a attempt to save himself, a new found ability 'Kannade' emerges within Akito, as well as the quest to find certain art pieces by Akito's mother and what Kannade's fate really is.  Included one-shot: Volume 2: Kannade (pilot), God Hand",Null,TRUE,"Sep  22, 2003 to Dec  15, 2003"
47,Katekyo Hitman Reborn!,8.14,453,manga,"[""Action"", ""Comedy""]","May  24, 2004 to Nov  12, 2012","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/32291.jpg,"The life of Tsunayoshi ""No-Good Tsuna"" Sawada is a complete wreck. Terrible grades, horrible fitness, and a non-existent social life means he has no reason to attend school, especially after discovering that his crush, Kyouko Sasagawa, is already seeing someone. Unbeknownst to him however, the blood of Giotto, the great Vongola the First, runs through his veins.  Enter home tutor Reborn, an infant who claims to be the world's greatest hitman. Under orders from Vongola the Ninth, Reborn has come to train Tsuna to become a worthy successor to the famous Vongola Famiglia name. Tsuna, however, refuses, and claims that he will never become a mafia boss. How will the world's greatest hitman react to such opposition? Will he force Tsuna to adhere? Or will he use this unwillingness to his advantage? This is a story of a reluctant successor as he takes on the responsibilities of becoming the underworld's next ruling mafia leader, with the help of his friends and a one-of-a-kind home tutor.  [Written by MAL Rewrite]",Null,TRUE,"May  24, 2004 to Nov  12, 2012"
48,Pretty Face,7.61,1929,manga,"[""Comedy"", ""Romance"", ""Ecchi""]","May  14, 2002 to Jun  9, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/123699.jpg,"Randou Masashi, a self-centered, brash karate star, was the victim of a horrific bus accident that left him comatose, his face terribly disfigured by extensive burns.  Genius plastic surgeon Dr. Manabe saved Randou's life and went to work on his face, gradually reconstructing it based on a photograph found in the wreckage of the bus. But in a cruel twist of fate, the photo that the doctor used as his reference was not a picture of Randou, but of Rina Kurimi, the girl whom Randou has a crush on!  (Source: MU)",Null,TRUE,"May  14, 2002 to Jun  9, 2003"
49,Tennis no Ouji-sama,7.73,1380,manga,"[""Action"", ""Sports""]","Jul  6, 1999 to Mar  3, 2008","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/153238.jpg,"Seishun Academy is home to one of the best middle school tennis teams in all of Japan. Freshman tennis prodigy Ryouma Echizen enrolls in the prestigious institution with his eyes set on claiming a regular position on the Boys' Tennis Team. As the son of legendary tennis player Samurai Nanjirou, Ryouma is sick of living in his shadow and wishes to surpass him someday. He is confident in his skills and has the cocky attitude to match. His teammates, however, are reluctant to accept him into their starting lineup, as he hasn't proven himself worthy of the spot.  Seishun's ultimate goal is to make it to the National Tournament by the end of the year, but they first have to make it through the Kanto Regionals to even qualify for a spot in it. With their new ""super rookie"" on the team, Seishun is ready to take on anything that comes their way. With a varied assortment of rivals and opponents that can threaten their chance at the title, the Seishun team needs to give it their all in order to rise to the top.  [Written by MAL Rewrite]  Included one-shot: Volume 5: Tennis no Ouji-sama (pilot)",Null,TRUE,"Jul  6, 1999 to Mar  3, 2008"
50,Shaman King,7.82,1085,manga,"[""Action"", ""Adventure"", ""Comedy"", ""Supernatural""]","Jun  30, 1998 to Aug  30, 2004","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/57607.jpg,"Shamans are extraordinary individuals with the ability to communicate with ghosts, spirits, and gods, which are invisible to ordinary people. The Shaman Fight—a prestigious tournament pitting shamans from all over the world against each other—is held every five hundred years, where the winner is crowned Shaman King. This title allows the current incumbent to call upon the Great Spirit and shape the world as they see fit.  Finding himself late for class one night, Manta Oyamada, an ordinary middle school student, decides to take a shortcut through the local cemetery. Noticing him, a lone boy sitting on a gravestone invites Manta to stargaze with ""them."" Realizing that ""them"" refers to the boy and his ghostly friends, Manta flees the terror. Later, the boy introduces himself as You Asakura, a Shaman-in-training, and demonstrates his powers by teaming up with the ghost of six-hundred-year-old samurai Amidamaru to save Manta from a group of thugs. You befriends Manta due to his ability to see spirits, and with the help of Amidamaru, they set out to accomplish You's goal of becoming the next Shaman King.  [Written by MAL Rewrite]  Note: This entry is for the original printing of Shaman King. Please see Shaman King (Kanzenban Edition) for the chapters not included in this edition.",Null,TRUE,"Jun  30, 1998 to Aug  30, 2004"
51,Slam Dunk,9.03,9,manga,"[""Comedy"", ""Drama"", ""Sports""]","Sep  18, 1990 to Jun  4, 1996","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/157904.jpg,"Hanamichi Sakuragi, a tall, boisterous teenager with flame-red hair and physical strength beyond his years, is eager to put an end to his rejection streak of 50 and finally score a girlfriend as he begins his first year of Shohoku High. However, his reputation for delinquency and destructiveness precedes him, and most of his fellow students subsequently avoid him like the plague. As his first day of school ends, he is left with two strong thoughts: ""I hate basketball"" and ""I need a girlfriend.""  Haruko Akagi, ignorant of Hanamichi's history of misbehavior, notices his immense height and unwittingly approaches him, asking whether or not he likes basketball. Overcome by the fact that a girl is speaking to him, the red-haired giant blurts out a yes despite his true feelings. At the gym, Haruko asks if he can do a slam dunk. Though a complete novice, Hanamachi palms the ball and makes the leap...but overshoots, slamming his head into the backboard. Amazed by his near-inhuman physical abilities, Haruko quickly notifies the school's basketball captain of his feat. With this, Hanamichi is unexpectedly thrust into a world of competition for a girl he barely knows, but he soon discovers that there is perhaps more to basketball than he once thought.  [Written by MAL Rewrite]",Null,TRUE,"Sep  18, 1990 to Jun  4, 1996"
52,Whistle!,7.73,1381,manga,"[""Drama"", ""Sports""]","Feb  24, 1998 to Oct  8, 2002","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/160208.jpg,"Everybody has a dream, and for Shou Kazamatsuri, that dream is simple: he wants to be the best soccer player he can possibly be. He's the spirited leader of the Josui Junior High team and everyone looks up to him. In turn, he tries to keep the team together at any cost!  (Source: VIZ Media)",Null,TRUE,"Feb  24, 1998 to Oct  8, 2002"
56,Caramel Diary,6.6,11875,manga,"[""Comedy"", ""Romance""]","Mar  18, 1999 to Sep  18, 1999","[""Japanese""]",https://cdn.myanimelist.net/images/manga/5/15419.jpg,"Hana loves the school, caramel and...drawing manga! Her speciality: Drawing romance stories! In real life, her heart beats for the cool Taro, but she's too shy to tell him...unfortunately, Marie, her rival, has decided to steal him!  (Source: M.N.M.)",Null,TRUE,"Mar  18, 1999 to Sep  18, 1999"
57,Hanazakari no Kimitachi e,8.3,272,manga,"[""Comedy"", ""Drama"", ""Romance""]","Aug  20, 1996 to Aug  20, 2004","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/186895.jpg,"Japanese-American track-and-field star Mizuki has gotten herself to transfer to a high school in Japan...but not just any school! To be close to her idol, high jumper Izumi Sano, she's going to an all-guys' high school...and disguising herself as a boy! But as fate would have it, they're more than classmates...they're roommates! Now, Mizuki must keep her secret in the classroom, the locker room, and her own bedroom. And her classmates—and the school nurse—must cope with a new transfer student who may make them question their own orientation...  (Source: VIZ Media)  Included one-shots: Volume 1: Natsu no Ori (The Cage of Summer) Volume 4: Kawaki no Tsuki (The Thirsty Moon)",Null,TRUE,"Aug  20, 1996 to Aug  20, 2004"
58,W-Juliet,7.91,859,manga,"[""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""]","Oct  15, 1997 to Nov  20, 2002","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/162125.jpg,"Makoto Amano wants to become an actor, but his stern father has decreed that the only way Makoto can pursue his dream is to spend the last two years of high school as a girl! He quickly makes friends with popular tomboy Ito Miura, another drama enthusiast at this new high school and the only student to find out his secret—but are they more than pals?  (Source: VIZ Media)",Null,TRUE,"Oct  15, 1997 to Nov  20, 2002"
61,Seito no Shucho Kyoushi no Honbun,6.54,,manga,"[""Boys Love"", ""Drama"", ""Erotica""]",Jul  1997,"[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/5913.jpg,"1-2. Student's Request Teacher's Duty 3, Sakase! Takae no Hana 4. Honey Happy Baby 5. Voice Box 6. Scandal Kiss 7. The View Through the Lens",Null,TRUE,Jul  1997
62,± Junkie,6.21,14169,manga,"[""Drama"", ""Romance""]","Jun  3, 2003 to Sep  3, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/112127.jpg,"A short shoujo story about a girl who wants to continue the family tradition of her family…that is, get married at 16 and have a girl child at 17! A very crazy story about a very crazy girl named Ren who falls in love with one of the most popular boys in school, Juuya, at first sight!  (Source: StarryHeaven)",Null,TRUE,"Jun  3, 2003 to Sep  3, 2003"
63,"""Aruto"" no ""A""",,14927,manga,"[""Drama"", ""Romance""]","Nov  12, 1988 to  1990","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/164540.jpg,Aruto Kashiwayama is a budding pianist. She lodges at a famous conductor's house. Aruto's relationships with the conductor's son Hokuto and her first love Masaru are revealed.  (Source: MU),Null,TRUE,"Nov  12, 1988 to  1990"
64,13 Nichi wa Kinyoubi?,6.75,10314,manga,"[""Mystery"", ""Supernatural""]","Mar  3, 2003 to Oct  18, 2004","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/83691.jpg,"Ema is obsessed with ghosts, and is even part of her school's occult club. She'll do anything that has to do with some crazy superstition about ghosts or spirits, and make sure that she goes out of her way to do it. Ema is known for this at school, and the series follows her pursues to find ghosts. Ema, unfortunately, cannot see the things that she loves, unlike a few of her friends...  (Source: StarryHeaven)   Included one-shots: Volume 1: Shuugaku Ryoko no Susume Volume 3: Time Capsule and Happy End no Tsukurikata",Null,TRUE,"Mar  3, 2003 to Oct  18, 2004"
67,2001-ya Monogatari,7.8,1138,manga,"[""Drama"", ""Sci-Fi""]","May  5, 1984 to May  6, 1986","[""Japanese""]",https://cdn.myanimelist.net/images/manga/5/131711.jpg,"A collection of short stories that look to mankind's exploration of space, and examine the possibilities that we could face when we decide to take those first fateful steps into the unknown.  (Source: MU)",Null,TRUE,"May  5, 1984 to May  6, 1986"
70,Übel Blatt,7.72,1424,manga,"[""Action"", ""Adventure"", ""Fantasy"", ""Ecchi""]","Dec  3, 2004 to Mar  25, 2019","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/55347.jpg,"When Wischtech threatened to invade the fiefs of Szaalanden, the Emperor dispatched fourteen youths. Of these, the Seven Heroes halted the invasion to herald a time of prosperity while the four Lances of Betrayal were supposedly defeated.  Two decades later, the Lances of Betrayal have reappeared and formed a bandit militia near the frontier fief Gormbark. A man with the black sword and a scar over his left eye slays an entire troop of that militia. He is identified as a boy, Kóinzell, and becomes as much an object of fear as of hope even as his own past, motivations, and purpose are a mystery to those he meets in his travel.  (Source: MU)",Null,TRUE,"Dec  3, 2004 to Mar  25, 2019"
71,Zettai Kareshi.,7.71,1455,manga,"[""Comedy"", ""Drama"", ""Romance"", ""Sci-Fi""]","May  20, 2003 to Oct  5, 2004","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/185981.jpg,"High school student Riiko Izawa has gone through a series of unrequited crushes. Each time she works up the courage to confess to a boy, he rejects her on the spot. After yet another rejection, Riiko becomes dejected and takes a walk through a nearby park. There, she discovers a lost phone and returns it to its owner.  The owner of the phone, Gaku Namikiri, is bizarre, to say the least. A traveling salesman, he pesters Riiko to accept one of his company's products as a reward. She tells him, sarcastically, that what she wants most of all is a boyfriend. Unfazed, he directs her to visit a website advertising ""lover figures,"" which she assumes to be dolls. Despite her skepticism about the company's integrity, the face of the ""Nightly Series 01"" model enchants Riiko, and she registers for a three-day free trial. She is shocked when a life-sized naked boy is actually delivered to her the next day!  Riiko follows instructions to activate the very realistic robot with a kiss, and for the next three days, Night Tenjou is the best boyfriend she could ask for. However, Gaku reappears to inform her that she missed the deadline to cancel the free trial, and now she owes one hundred million yen. Alternatively, she can decide to keep Night and act as a beta tester so that the company can collect data in order to improve their future products. What choice does Riiko have? She is broke, and what's more, she has already begun to fall for the artificially intelligent Night...  [Written by MAL Rewrite]",Null,TRUE,"May  20, 2003 to Oct  5, 2004"
73,Tenjou Tenge,7.29,4212,manga,"[""Action"", ""Drama"", ""Romance"", ""Supernatural"", ""Ecchi""]","Oct  18, 1997 to Aug  19, 2010","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/57219.jpg,"In one unusual Tokyo high school, education takes a backseat to brawling as warring clubs wreak havoc in the hallways and chaos in the classrooms, all vying to be the baddest team around! Although they often contribute their fair share, only a handful of students serve to stem the tide of violence in this untamed outpost. These are the few, the proud, the powerful: the members of the Juken Club!  (Source: CMX)",Null,TRUE,"Oct  18, 1997 to Aug  19, 2010"
74,Air Gear,7.8,1143,manga,"[""Action"", ""Comedy"", ""Drama"", ""Romance"", ""Sci-Fi"", ""Sports"", ""Supernatural"", ""Ecchi""]","Nov  6, 2002 to May  23, 2012","[""Japanese""]",https://cdn.myanimelist.net/images/manga/1/167489.jpg,"Itsuki Minami needs no introduction—everybody's heard of the ""Babyface"" of the Eastside. He's the toughest kid at Higashi Junior High School, easy on the eyes but dangerously tough when he needs to be. Plus, Itsuki lives with the mysterious and sexy Noyamano sisters. Life is never dull, but it becomes dangerous when Itsuki leads his school to victory over some vindictive Westside punks with gangster connections. Now he stands to lose his school, his friends, and everything he cares about. But in his darkest hour, the Noyamano girls come to Itsuki's aid. They can teach him a powerful skill that will save their school from the gangsters' siege–and introduce Itsuki to a thrilling and terrifying new world.  (Source: Del Rey)",Null,TRUE,"Nov  6, 2002 to May  23, 2012"
76,Akachan to Boku,7.64,1777,manga,"[""Comedy"", ""Drama"", ""Slice of Life""]","May  2, 1991 to Jun  20, 1997","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/179184.jpg,"Takuya is a normal Japanese elementary student whose mother died not very long ago, leaving him alone with his father and his baby brother Minoru. But his father is a busy man, and Takuya has to look after Minoru. Because of this responsibility that would normally never burden a child of his age, Takuya sometimes resents his fate and his baby brother... but his love for Minoru gives him the strength to carry on.  (Source: ANN)  Included one-shots: Volume 2: Time Limit Volume 4: Secret Boy ni Tee Dasuna!! Volume 6: Baka de Karukute Wagamama de Volume 15: Natsu to Kimi no Irradiation",Null,TRUE,"May  2, 1991 to Jun  20, 1997"
77,Alice 19th,7.36,3584,manga,"[""Comedy"", ""Drama"", ""Fantasy"", ""Romance"", ""Supernatural""]","Jun  20, 2001 to Mar  5, 2003","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/5392.jpg,"The story follows Alice Seno, a 15-year-old girl forever shadowed by her older sister Mayura, who is good at everything she does. At school she is known as ""Mayura's little sister"" and is relentlessly tormented by the older girls who know that Alice is too weak to fight back.  Alice harbors a deep affection for Kyo Wakamiya, a handsome upperclassman who is on the archery team with Mayura. On the way to school one day, Alice rescues a white rabbit from the road despite the danger to herself, but gets rescued by Kyo and receives a bracelet with a single red stone. The rabbit she saves, however, is no ordinary rabbit. She reveals her true form to Alice and introduces herself as Nyozeka. Alice is told that she is destined to become a Lotis Master. The Lotis Masters use the power of words and communication to enter the Inner Heart of others. It is a powerful ability to be used carefully as Alice soon finds out.  Using the power of the Lotis Words, which reveal themselves to be in the form of runes, Alice accidentally makes her older sister disappear during a dispute over Kyo, whom Mayura had begun dating. Alice then must use the Lotis Words to try and bring her sister back from the dark. She is joined by Kyo who proves to have the Lotis powers as well, and by Frey, another Lotis master who had trained with the masters and arrives with the intention to marry Alice. Unfortunately, Mayura has been taken by the power of the Maram Words, the dark reflection of the Lotis Words. Their only hope lies in Alice and Kyo becoming the legendary Neo-Masters to discover the lost word bonding both Maram and Lotis.  (Source: Mangatraders)",Null,TRUE,"Jun  20, 2001 to Mar  5, 2003"
80,Angelic Layer,7.13,5956,manga,"[""Action"", ""Comedy"", ""Drama"", ""Sci-Fi""]","Dec  26, 1998 to Sep  26, 2001","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/179060.jpg,"In the future, the most popular game in the world is Angelic Layer. Contestants must raise and train their own 'Angels' (or fighting dolls) to compete in tournaments. Enter Misaki Suzuhara, sixth grade Angelic Layer prodigy. With her speed-type angel, Hikaru, many people think Misaki stands a chance at winning the championship. She'll have a lot of help along the way, but the road to victory will be not be an easy route, especially for someone as young as Misaki.  (Source: Tokyopop)",Null,TRUE,"Dec  26, 1998 to Sep  26, 2001"
81,Aria,8.62,69,manga,"[""Adventure"", ""Comedy"", ""Drama"", ""Sci-Fi"", ""Slice of Life""]","Feb  28, 2002 to Feb  29, 2008","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/202644.jpg,"In the distant future, humanity has terraformed Mars into an oceanic planet to suit their needs. Now known as Aqua, the planet serves as a new home for people discontent with living on Manhome—the planet formerly known as Earth. Being a perfect imitation of Manhome's Venice, the town of Neo-Venezia has inherited all of the rustic charms of the original. Gondolas weave their way through the waterways of the dreamy town while nostalgic alleys await those who travel on foot.  Akari Mizunashi, a young Manhome native, has recently made Neo-Venezia her new home. To pursue her dream of becoming a gondolier tour guide—or Undine—Akari joins the Aria Company, one of the most renowned water guide companies in town. As she basks in a simple lifestyle unavailable on Manhome, Akari cheerily ambles through her daily life in Neo-Venezia: the town where magic and miracles abound.  [Written by MAL Rewrite]",Null,TRUE,"Feb  28, 2002 to Feb  29, 2008"
83,Ayashi no Ceres,7.58,2089,manga,"[""Drama"", ""Fantasy"", ""Mystery"", ""Romance"", ""Sci-Fi"", ""Supernatural""]","Aug  5, 1996 to Jan  20, 2000","[""Japanese""]",https://cdn.myanimelist.net/images/manga/3/160959.jpg,"Aya and her twin brother Aki thought they were going to a celebration of their sixteenth birthday at their grandfather's home, but the funeral-like atmosphere tips them off that something's not right. Their ""birthday present"" turns out to be a mummified hand—the power of which forces an awakening within Aya, and painful wounds all over Aki's body! Grandfather Mikage announces that Aki will be heir to the Mikage fortune, and Aya must die! But Aya has allies in the athletic cook and martial artist Yuuhi, and the attractive, mysterious Touya. But can even two handsome and resourceful guys save Aya when it's her own power that's out of control?  (Source: VIZ Media)",Null,TRUE,"Aug  5, 1996 to Jan  20, 2000"
84,Fushigi Yuugi,7.65,1711,manga,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Romance""]",May  1992 to Jul  1996,"[""Japanese""]",https://cdn.myanimelist.net/images/manga/4/176259.jpg,"While visiting the National Library, junior-high students Miaka Yuuki and Yui Hongo are transported into the world of a mysterious book set in ancient China, ""The Universe of The Four Gods."" Miaka suddenly finds herself with the responsibility of being the priestess of Suzaku, and must find all of her celestial warriors for the purpose of summoning Suzaku for three wishes. However, the enemy nation of the god Seiryuu has manipulated Yui into becoming the priestess of Seiryuu. As enemies, the former best friends begin their long struggle to summon their respective gods and obtain their wishes...  [Written by MAL Rewrite]",Null,TRUE,May  1992 to Jul  1996
85,Azumanga Daioh,8.34,216,manga,"[""Comedy"", ""Slice of Life""]","Jan  18, 1999 to Mar  21, 2002","[""Japanese""]",https://cdn.myanimelist.net/images/manga/2/56373.jpg,"Chiyo Mihama is a child prodigy who has skipped several grades to end up in high school. On her first day, she discovers that her class is full of eccentric individuals. Sakaki, who towers over Chiyo, is aloof and intimidating; Tomo Takino is loud and annoying; Ayumu ""Osaka"" Kasuga is absentminded but great at solving riddles; Koyomi ""Yomi"" Mizuhara is obsessed with diets and loves karaoke despite her awful singing; and Kagura, who is a competitive tomboy.  As the classmates become good friends over time, they experience their everyday lives together—things like school, studying, going on summer trips, and engaging in all kinds of shenanigans!  [Written by MAL Rewrite]",Null,TRUE,"Jan  18, 1999 to Mar  21, 2002"
