mid,title,rating,rank,type,genre,rdate,language,cover,description,trailer,released 
0086879,Amadeus,8.3,82,movie,"['Biography', 'Drama', 'Music']",19 Sep 1984 (USA),"['English', 'Italian', 'Latin', 'German']",https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,"[""The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him."", ""Antonio Salieri believes that Wolfgang Amadeus Mozart's music is divine and miraculous. He wishes he was himself as good a musician as Mozart so that he can praise the Lord through composing. He began his career as a devout man who believes his success and talent as a composer are God's rewards for his piety. He's also content as the respected, financially well-off, court composer of Austrian Emperor Joseph II. But he's shocked to learn that Mozart is such a vulgar creature, and can't understand why God favored Mozart to be his instrument. Salieri's envy has made him an enemy of God whose greatness was evident in Mozart. He is ready to take revenge against God and Mozart for his own musical mediocrity.::Khaled Salem"", ""Claiming to have murdered the composer Wolfgang Amadeus Mozart, the elderly Antonio Salieri recounts to a priest his dealings with the brilliant composer. Salieri was court composer to Austrian Emperor Joseph II when Mozart and he first met. The Emperor, a major patron of the arts, immediately commissioned Mozart to write an opera in German, rather than the customary Italian. Mozart is childish, arrogant, annoying and brilliant all at once and Salieri is simultaneously in awe and green with envy at his genius. Salieri uses Mozart's difficult relationship with his father and his guilt over being a bad son to drive him slightly mad and into a downward spiral of ill health, leading to his death.::garykmcd"", ""It is the early 19th century. An old man is thrown into an insane asylum after trying to commit suicide. He is Antonio Salieri and in the asylum he is visited by a priest, to whom he confesses that he killed Mozart. He then recounts his time as court composer to Emperor Joseph II of Austria. Mozart appears at the court and is hired by the Emperor to produce an opera. His genius is quite evident. Salieri is a devout Christian man and believes all musical talent and inspiration is given by God. Mozart's personal life and extracurricular activities appall Salieri. He cannot reconcile Mozart's talent and his lifestyle and sets out to drive him from the court. Initially his aim is to undermine him but over time his intentions turn deadlier.::grantss"", ""Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.::Jwelch5742""]",,TRUE,1984
0112573,Braveheart,8.3,83,movie,"['Biography', 'Drama', 'History', 'War']",22 Jun 1995 (India),"['English', 'French', 'Latin', 'Scottish Gaelic', 'Italian']",https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"['Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.', ""William Wallace is a Scottish rebel who leads an uprising against the cruel English ruler Edward the Longshanks, who wishes to inherit the crown of Scotland for himself. When he was a young boy, William Wallace's father and brother, along with many others, lost their lives trying to free Scotland. Once he loses another of his loved ones, William Wallace begins his long quest to make Scotland free once and for all, along with the assistance of Robert the Bruce.::Anonymous"", 'Tells the story of the legendary thirteenth century Scottish hero named William Wallace. Wallace rallies the Scottish against the English monarch and Edward I after he suffers a personal tragedy by English soldiers. Wallace gathers a group of amateur warriors that is stronger than any English army.::Jwelch5742', 'Around the end of the 1200s, oppressed by King Edward ""Longshanks"" who rules England with an iron fist, the noble and charismatic Scot of humble descent, William Wallace, leads a righteous campaign to end tyranny. In this gallant quest for freedom, the gifted strategist and mighty warrior will amass the hordes of the oppressed Scotsmen who thirst to reclaim their independence, however, the road to liberty is always drenched in blood.::Nick Riganas', ""In 14th Century Scotland, William Wallace leads his people in a rebellion against the tyranny of the English King, who has given English nobility the 'Prima Nocta' - a right to take all new brides for the first night. The Scots are none too pleased with the brutal English invaders, but they lack leadership to fight back. Wallace creates a legend of himself, with his courageous defense of his people and attacks on the English.::Rob Hartill""]",https://www.youtube.com/watch?v=1NJO0jxBtMo,TRUE,1995
8503618,Hamilton,8.4,84,movie,"['Biography', 'Drama', 'History', 'Musical']",03 Jul 2020 (India),['English'],https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@.jpg,"[""The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."", '""Hamilton"" is the story of America then, told by America now. Featuring a score that blends hip-hop, jazz, R&B, and show tunes, ""Hamilton"" has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theater--a musical that has had a profound impact on culture, politics, and education. Captured at the Richard Rodgers Theater on Broadway in June 2016, the film transports its audience into the world of the Broadway show in a uniquely intimate way.::The Walt Disney Studios']",https://www.youtube.com/watch?v=DSCKfXpAGHc,TRUE,2020
0361748,Inglourious Basterds,8.3,85,movie,"['Adventure', 'Drama', 'War']",02 Oct 2009 (India),"['English', 'German', 'French', 'Italian']",https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,"[""In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same."", 'In German-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the ""Basterds"", a group of Jewish-American guerrilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl\'s plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history.::The Massie Twins', 'During World War II a group of American soldiers are sent into Europe to kill Nazis. They\'ve become so good at it that the Germans refer to them as The Basterds. Later, they work with a British officer who was sent to formalize a plan to kill several high ranking German officers at the premiere of a movie depicting the ""heroics"" of a German soldier. But something goes wrong at the meeting with their contact, a German actress, all of the members of the team who speak German are killed which complicates the plans. So the leader Lt. Raine comes up with an alternative. And another complication is the screening is being moved to a small theater because the man depicted in the movie takes a liking to the owner of the theater. And unknown to them, she is a Jew whose entire family was killed by a Nazi officer, who was tasked with rounding up the Jews and is now the security officer of the screening. And also unknown is that she has her own plans.::rcs0411@yahoo.com', 'It\'s WWII, the battleground, Nazi-occupied France. The Nazis are doing whatever they need to to flush out and exterminate Jews, the most proficient and prolific of the Jew hunters being the sadistic SS Colonel Hans Landa. As such, the American military forms a unit, led by Lieutenant Aldo Raine and comprised of eight Jews, to kill as many Nazis as possible. Raine requests each of his men to bring him the scalp of at least 100 Nazis apiece. He has his own method of ensuring that those Nazis he does allow or need to let go free are scarred for life. In Paris in 1944, Joseph Goebbels, the Nazi\'s chief propaganda master and filmmaker, plans to debut his latest film, ""Nation\'s Pride"". The film, based on the victorious military exploits of Private Fredrick Zoller, stars Zoller as himself. Because of his attraction to its pretty proprietress Emmanuelle Mimieux, Zoller convinces Goebbels and the Nazi brass to hold the premiere at Mimieux\'s cinema. Landa is to act as chief of security for the event. When the Americans get wind of the screening and the fact that most of the Nazi highers-up will be in attendance, Raine\'s team is tasked with blowing up the cinema during the screening. They are assisted by renowned German actress, Bridget von Hammersmark, who has been working as a spy for the British. They believe luck is on their side when they learn that Hitler himself is scheduled to attend. Beyond being found out, Raine\'s team face two as of yet unknown issues. The first is Mimieux, who is really Shoshanna Dreyfus, a Jew who saw her family brutally murdered by Landa four years earlier, and who may have her own plans for Landa and the Nazis. The second is Landa, who beyond his up front mission, has another more personal mission for his life post-war unknown to anyone but himself.::Huggo', ""1941, Nazi-occupied France. After witnessing the brutal massacre of her family at the hands of the evil SS officer, Colonel Hans Landa, the young Jewish refugee, Shosanna Dreyfus, swears revenge. Three long years later, the feared German sniper and protagonist in a Joseph Goebbels propaganda film, Fredrick Zoller, takes a shine to Shosanna, now operating a cinema in Paris. But, with the film's premiere just around the corner, rumoured to catch the attention of Adolf Hitler himself, Lieutenant Aldo Raine's Basterds--a Jewish-American suicide squad riding France of Nazis--are determined to seize the golden opportunity to crash their party. And soon, the memory of a blood-stained past paired with the prospect of a better future will pave the way for the ultimate vengeance. Who shall live and who shall die in the private screening of death?::Nick Riganas"", ""During World War II, Lt. Aldo Raine leads his squad of Jewish-American soldiers behind enemy lines in Nazi occupied France. Their job is simple: kill the enemy. They also have a particularly violent approach to what they do scalping their victims. Soon they are known and feared throughout the German army. In Paris, Shosanna runs a cinema and through a chance meeting with a German war hero, is selected to host the premiere of one of Dr. Josef Goebbels propaganda film. With all of the German high command scheduled to attend - including Hitler, Goering and Martin Bormann - it seems like the ideal opportunity for Lt. Raine and his men to bring the war to a quick end. Shosanna, who is Jewish and whose parents and siblings were killed before her eyes, also has her own plans for the evening's festivities. When she realizes that the man who killed her family Colonel Hans Landa, known as the Jew Hunter, will also be there it makes her own plans complete.::garykmcd""]",https://www.youtube.com/watch?v=KnrRy6kSFF0,TRUE,2009
0119217,Good Will Hunting,8.3,86,movie,"['Drama', 'Romance']",1998 (Romania),['English'],https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"['Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.', 'A touching tale of a wayward young man who struggles to find his identity, living in a world where he can solve any problem, except the one brewing deep within himself, until one day he meets his soul mate who opens his mind and his heart.::Dima & Danielle', 'A young adult by the name of Will Hunting has always been living in the slums. He spends his nights at bars and batting cages with his best friends. However, he has an amazing talent in Mathematics. When Will is almost sent to jail, a professor at MIT decides to bail him out under the condition that he works with him for math every week and that he visits a therapist. Little does he know that the therapist, Sean, will change his life in so many ways.::Eric', ""A janitor at MIT, Will Hunting has a gift for math and chemistry that can take him light-years beyond his blue-collar roots, but he doesn't realize his potential and can't even imagine leaving his childhood Boston South End neighborhood, his construction job, or his best friend. To complicate matters, several strangers enter the equation: a brilliant math professor who discovers, even envies, Will's gifts, an empathetic shrink who identifies with Will's blue-collar roots, and a beautiful, gifted pre-med student who shows him, for the first time in his life, the possibility of love.::Damien Saunders <dvs@rainbow.net.au>"", ""Will Hunting is a genius who's living a rough life in South Boston, while being employed at a prestigious college in Boston, he's discovered by a Fields Medal winning Professor who eventually tries to get Will to turn his life around with the help of Sean Maguire, as Will begins to realize that there's more to himself then he thinks there is.::Ryan Harder <hotshotharder@hotmail.com>"", ""Will Hunting is a boy genius who was severely abused as a child and has been in trouble with the law ever since. When Will finally agrees to get counseling to keep himself out of jail and with his girlfriend, he meets Sean, the therapist who will change his life. Good Will Hunting tells the poignant story of Will and Sean's coming to terms with the blows life has dealt them and with the questions that lie in the future.::Anuja <anujav@excite.com>""]",https://www.youtube.com/watch?v=PaZVjZEFkRs,TRUE,1998
0086190,Star Wars: Episode VI - Return of the Jedi,8.3,87,movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",16 Dec 1983 (India),['English'],https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"[""After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."", 'Luke Skywalker battles Jabba the Hutt and Darth Vader to save his comrades in the Rebel Alliance and triumph over the Galactic Empire. Han Solo and Princess Leia reaffirm their love, and team with Chewbacca, Lando Calrissian, the Ewoks, and droids C-3PO and R2-D2 to aid in the disruption of the Dark Side, and the defeat of the evil emperor.::Jwelch5742', 'Emperor Palpatine, Darth Vader, and the Empire are building a new Death Star. Meanwhile, Han Solo has been imprisoned, and Luke Skywalker has sent R2-D2 and C-3PO to try and free him. Princess Leia, disguised as a bounty hunter, and Chewbacca go along as well. The final battle takes place on the Forest Moon of Endor, with its natural inhabitants, the Ewoks, lending a hand to the rebels.::Colin Tinto <cst@imdb.com>', 'As the evil Emperor Palpatine oversees the construction of the new Death Star by Darth Vader and the Galactic Empire, smuggler Han Solo is rescued from the clutches of the vile gangster Jabba the Hutt by his friends, Luke Skywalker, Princess Leia, Lando Calrissian, and Chewbacca. Leaving Luke Skywalker Jedi training with Master Yoda, Solo returns to the Rebel fleet to prepare to complete his battle with the Empire. During the ensuing fighting, the newly returned Luke Skywalker is captured by Darth Vader.::James Pearce <james.pearce@cs.man.ac.uk>', 'Light-sabers sparkle, the Millennium Falcon flashes through hyperspace, and creatures from all over the galaxy defy the Galactic Empire, in this stunning third chapter of the ""Star Wars"" saga. As the Rebels prepare to attack Emperor Palpatine\'s awesome new Death Star, Han Solo remains imprisoned by the loathsome outlaw Jabba the Hutt, who has also captured Princess Leia. Luke Skywalker rescues his friends, but he will not be a true Jedi Knight until he confronts Darth Vader again, who has sworn to win him over to the Dark Side of the Force. With old favorites like Chewbacca, Yoda, R2-D2, C-3PO, and Lando Calrissian, plus the small, but stalwart Ewoks.::Robert Lynch <docrlynch@yahoo.com>', ""The Empire is more than halfway through construction of a new Death Star, almost twice as big, but more than twice as powerful. When completed, it will spell certain doom for Luke Skywalker and the rebels. Han Solo is a prisoner of crime lord Jabba the Hutt, and Princess Leia soon finds herself in the gangster's hands. Luke Skywalker, aided by C-3PO and R2-D2, makes his way into Jabba's palace, hoping to secure his friends' freedom. But Jabba has no intention of doing so, and tries to kill them all. After escaping from Jabba and the sands of Tatooine, they regroup with the rebel fleet, which is massing for an attack against the new satellite battle station at Endor. Lando Calrissian is pressed into action to lead the rebel fighter attack, while Han is put in charge of a group of soldiers to take out the shield generator protecting the Death Star. However, Luke Skywalker surrenders to Darth Vader's soldiers on Endor, and is taken in front of Vader's Master, Emperor Palpatine, on the Death Star for final corruption to the Dark Side of the Force. The fleet of Imperial Star Destroyers ambushes the rebels, cutting them off. Worse, the new Death Star begins turning its giant laser on the rebel carriers. It appears that nothing will stop the Empire's triumph, unless things start to change quickly.::medic249a2""]",,TRUE,1983
0062622,2001: A Space Odyssey,8.3,88,movie,"['Adventure', 'Sci-Fi']",04 Oct 2017 (India),"['English', 'Russian', 'French']",https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"[""The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomputer."", '""2001"" is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moon\'s surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be.::Larry Cousins', 'A black monolith has an affect on humans, the monolith\'s effects focusing on two specific time periods. The first period is four million years ago, at the dawn of man. After the appearance of the monolith, the ape men begin to display behavior unknown before then. The second period is the near future, in the year 2001. There are five astronauts aboard Discovery One, which is on a mission to Jupiter. At the beginning of the mission, the reason for it is unknown to the five astronauts. Three of the astronauts are in hibernation at the start of the mission to preserve the manpower over its entire course, leaving mission commander Dr. Dave Bowman and Dr. Frank Poole as the two manning the spacecraft. There is another what is often considered ""sixth"" astronaut on board, HAL 9000 - referred to simply as Hal - the artificial intelligent computer which controls all of the craft\'s functions, including the systems keeping the three hibernating astronauts alive. Hal is made all the more astronaut-like as it is given an artificial voice, Hal and the astronauts often having conversations. A 9000 series computer is considered infallible, any error one has ever made being human caused. Ultimately, Bowman and Poole believe that Hal is malfunctioning, they are unaware that Hal\'s behavior is due to knowledge of classified information it has about events at Clavius, a lunar outpost, eighteen months earlier. However, the issue between the astronauts and Hal becomes a fight for survival. The mission in its entirety has profound consequences for the human race.::Huggo', 'This movie is concerned with intelligence as the division between animal and human, then asks a question: what is the next division? Technology is treated as irrelevant to the quest--literally serving as mere vehicles for the human crew and as a shell for the immature HAL entity. Story told as a montage of impressions, music, and impressive and careful attention to subliminal detail. A very influential film and still a class act, even after 25 years.::Robin Kenny <robink@hparc0.aus.hp.com>', ""When a large black monolith is found beneath the surface of the moon, the reaction immediately is that it was intentionally buried. When the point of origin is confirmed as Jupiter, an expedition is sent in hopes of finding the source. When Dr. David Bowman discovers faults in the expeditionary spacecraft's communications system, he discovers more than he ever wanted to know.::Alexander O'Neill"", 'The monoliths have been watching us. They gave humankind the evolutionary kick in the pants it needed to survive at the Dawn of Time. In 1999, humankind discovered a second monolith on the moon. Now, in the year 2001, the S.S. Discovery and its crew, Captains Dave Bowman and Frank Poole, and their onboard computer, HAL 9000, must discover what alien force is watching Earth....::Tones <tones120c@aol.com>']",https://www.youtube.com/watch?v=oR_e9y-bka0,TRUE,2017
0105236,Reservoir Dogs,8.3,89,movie,"['Crime', 'Drama', 'Thriller']",02 Sep 1992 (India),['English'],https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"['When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.', ""Six criminals, who are strangers to each other, are hired by a crime boss, Joe Cabot, to carry out a diamond robbery. Right at the outset, they are given false names with the intention that they won't get too close and will concentrate on the job instead. They are completely sure that the robbery is going to be a success. But, when the police show up right at the time and the site of the robbery, panic spreads amongst the group members, and two of them are killed in the subsequent shootout, along with a few policemen and civilians. When the remaining people assemble at the premeditated rendezvous point (a warehouse), they begin to suspect that one of them is an undercover cop.::Soumitra"", 'A gang of thieves carry out an armed robbery on a diamond warehouse. The police are after them so quickly that they suspect they have a rat in their company. This film starts right before the robbery, with flashbacks to before the robbery and to the planning of the crime. We are also introduced to the main characters in flashback mode. Plenty of fast action and plenty of blood and gore.::Colin Tinto <cst@imdb.com>', 'They were six strangers, assembled to pull off the perfect crime: Mr. White, a professional criminal; Mr. Orange, a young newcomer; Mr. Blonde, a trigger-happy killer; Mr. Pink, a paranoid neurotic; Mr. Brown; and Mr. Blue. Hired by mob boss Joe Cabot and given fake names so no one could identify the others, they thought there was no way their heist could have failed. But after a police ambush, killing Mr. Brown and seriously injuring Mr. Orange, the criminals return to their rendezvous point (a warehouse), and realize that one of them had to have been a police informant. But who?::movies_are_forever', 'The tale of a group of thugs who are hired to rob a diamond store. But the plan starts to fall apart when the alarm is tripped and the cops show up within moments. Of the group of men, all of whom are identified by colors, only four survive with one being seriously wounded. It is suspected that there is a police informant in the group, but no one is sure who it is.::Anonymous', 'Joe Cabot, a small-time crime boss, assembles five strangers with reputations as good thieves to steal a lot diamonds. When the police arrive at the scene before the burglars can even make their getaway, it becomes apparent that one of them is an undercover police officer.::Bug <junebug2@texas.net>']",,TRUE,1992
0022100,M,8.3,90,movie,"['Crime', 'Mystery', 'Thriller']",31 Aug 1931 (Sweden),['German'],https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@.jpg,"['When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.', ""There have been a rash of child abductions and murders in Berlin. The murderer lures the children into his confidence by candy and other such child friendly items. Everyone is on edge because the murderer has not been caught. The most substantial pieces of evidence the police have are hand written letters by the murderer which he sent to the newspaper for publication. Unknown even to himself, a blind beggar, who sold the murderer a balloon for one of the child victims, may have key information as to the murderer's identity. The murder squad's work is made even more difficult with the large number of tips they receive from the paranoid public, who are quick to accuse anyone of suspicious activity solely for their own piece of mind that someone - anyone - is apprehended for the heinous crimes. Conversely, many want to take the case into their own hands, including the town's leading criminals since the increased police presence has placed a strain on their ability to conduct criminal activity. Although they both have the same end goal of capturing the murderer, the police and the criminals seem to be working at cross purposes, which may provide an edge to the murderer in getting away.::Huggo"", ""In Berlin in the early 1930's, children are being lured to their death by a psychopathic killer. In the space of a year, 8 children have been murdered. The police have redoubled their efforts to find the guilty man but have yet to find him and citizens are beginning to dispense their own justice on otherwise innocent people. The heads of the city's criminal element are paying a high price due to the increased police presence and decide to find the psychopath on their own. They approach the beggars union to have their members blanket the city with spies. They're successful in finding the killer and put him on trial in their own special court but the police make progress and have their own views on how justice should be administered.::garykmcd"", 'Someone is murdering children in a German town. The police are doing all they can to solve the case but, after several months, several murders and exhausting work, still have no clues. Their methods of trying to find the murderer start to adversely affect the local criminal community. Due to this, the local organised crime syndicate takes it upon themselves to find the murderer and mete out punishment.::grantss', ""Preying on unsuspecting, innocent children, an elusive psychopath spreads terror and confusion in the heart of 1930s Berlin without leaving a trace. More and more, as the police comb the city's cruel urban maze, unable to sniff out any clues and ferret out the ruthless and unstoppable serial killer, the suffocating stranglehold of the law tightens around the local criminal network. As the hideous monster remains at large, whistling the same tune to lure his pure victims to their deaths, an all-out manhunt commences. Now, thieves, beggars, prostitutes, and thugs team up to find the murderer; however, who can stop the invisible dragon of Berlin?::Nick Riganas"", 'A psychotic child murderer stalks a city, and despite an exhaustive investigation fueled by public hysteria and outcry, the police have been unable to find him. But the police crackdown does have one side-affect, it makes it nearly impossible for the organized criminal underground to operate. So they decide that the only way to get the police off their backs is to catch the murderer themselves. Besides, he is giving them a bad name.::Ken Yousten <kyousten@bev.net>']",,TRUE,1931
0052357,Vertigo,8.3,91,movie,"['Mystery', 'Romance', 'Thriller']",30 Oct 2014 (India),['English'],https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"['A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.', ""Following his early retirement as a detective from the San Francisco Police Department, John Ferguson - Scottie to his friends - becomes obsessed with two women in succession, those obsessions which trouble his long time friend and former fiancée, Midge Wood, a designer of women's undergarments. The first is wealthy and elegant platinum blonde Madeleine Elster, the wife of his college acquaintance Gavin Elster, who hires John to follow her in Gavin's belief that she may be a danger to herself in thinking that she has recently been possessed by the spirit of Carlotta Valdes, Madeleine's great-grandmother who she knows nothing about, but who Gavin knows committed suicide in being mentally unbalanced when she was twenty-six, Madeleine's current age. The second is Judy Barton, who John spots on the street one day. Judy is a working class girl, but what makes John obsessed with her is that, despite her working class style and her brunette hair, she is the spitting image of Madeleine, into who he tries to transform Judy. The initial question that John has is if there is some connection between Madeleine and Judy. What happens between John and individually with Madeleine and Judy is affected by the reason John took that early retirement: a recent workplace incident that showed that he is acrophobic which leads to a severe case of vertigo whenever he looks down from tall heights.::Huggo"", 'John ""Scottie"" Ferguson is a retired San Francisco police detective who suffers from acrophobia, and Madeleine is the lady who leads him to high places. A wealthy shipbuilder who is an acquaintance from college days approaches Scottie and asks him to follow his beautiful wife, Madeleine. He fears she is going insane, maybe even contemplating suicide, as he believes she has been possessed by a dead ancestor who committed suicide. Scottie is skeptical, but agrees to the assignment after he sees the beautiful Madeleine.::filmfactsman']",https://www.youtube.com/watch?v=Z5jvQwwHQNY,TRUE,2014
0986264,Like Stars on Earth,8.4,92,movie,"['Drama', 'Family']",21 Dec 2007 (India),['Hindi'],https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"['An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.', ""Ishaan Awasthi is an eight-year-old child whose world is filled with wonders that no one else seems to appretiate are just not important in the world of adults, who are much more interested in things like homework, marks and neatness. And Ishaan just cannot seem to get anything right in class. When he gets into far more trouble than his parents can handle, he is packed off to a boarding school to 'be disciplined'. Things are no different at his new school, and Ishaan has to contend with the added trauma of separation from his family. One day a new art teacher bursts onto the scene, Ram Shankar Nikumbh, who infects the students with joy and optimism. He breaks all the rules of 'how things are done' by asking them to think, dream and imagine, and all the children respond with enthusiasm, all except Ishaan. Nikumbh soon realizes that Ishaan is very unhappy, and he sets out to discover why. With time, patience and care, he ultimately helps Ishaan find himself."", ""Taare zameen par is a story about a child played by Darsheel Safari who suffers from dyslexia. As a result of which he is unable to cope with daily life, during his early childhood. Improvement in his life is made by teacher played by aamir khan, who explains the problem to darsheel's parents and gradually puts in efforts himself to improve life of that poor child.::muvi-fan-73"", 'The Awasthi family consisting of Nandkishore, his wife, Maya and two sons, Yohan and Ishaan, all resides in a house-hold in Bombay, India. The two children attend St. Anthony\'s High School, while Yohan excels in his studies, Ishaan is the exact opposite; everything about him is negative with a record of failing twice in his third standard, the boy who hides his report card from his parents, the one who makes mischief with other students and his teachers all gives the principal a reason to throw him out. Even at home in his neighbor hood his behavior gets out of control when he gets into fights with other children. The numerous complaints from others forces his parents to enroll him into, ""The New Era"" boarding school in distant Panchgani but Ishaan\'s performance still does not improve and is again on the verge of being rusticated when a temporary art teacher, Ram Shankar Nikumbh is recruited. Ram believes Ishaan is suffering from dyslexia and attempt to explain to his parents and other teachers that he will work on curing the boy.::gavin (racktoo@hotmail.com)', ""An art teacher, Ram Shankar Nikumbh teaches at a local boarding school and thinks that every child is special and must have his chance of enjoying his/her school days, so he breaks all the rules of 'how things are done' in the school to let his motives became successful, all the children respond to him with joy, all except a small boy named Ishaan Awasthi, of eight years old who seem to be in a different world all the time. Nikumbh soon finds out that Ishaan is unhappy about something. He attempts to help him. The questions remain will he be successful or will the errant prove dangerous for him.::gavin (gunmasterM@hotmail.com)"", ""The Mumbai-based Awasthi family consists of Nandkishore, his wife, Maya, and two sons, Yohan and Ishaan. Both sons attend St. Anthony's High School where Yohan excels in his studies, but Ishaan does the opposite, having failed in his 3rd standard twice already. His parents continue to be disappointed with his performance, and as a result he hides his report cards from them, often misses school, and keeps to himself all the time. Things get worse when he gets into disagreements and fisticuffs with other children, prompting his father to have him admitted in the New Era Boarding School in distant Panchgani. Even this re-location does not improve Ishaan performance, and the Principal decides to rusticate him. Then a temporary teacher, Ram Shankar Nikumbh is recruited. Ram meets with Ishaan and believes he has a solution that will improve the child's life - little realizing that Ishaan does not have much of a future as neither his teachers, his friends, and even his parents believe that there is any hope for him.::rAjOo (gunwanti@hotmail.com)""]",,TRUE,2007
0091251,Come and See,8.3,93,movie,"['Drama', 'Thriller', 'War']",17 Oct 1985 (Hungary),"['Russian', 'Belarusian', 'German']",https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"['After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.', 'The feature film directed by Elem Klimov, shot in the genre of military drama. The action takes place on the territory of Belarus in 1943. In the center of the story is a Belarusian boy, who witnesses the horrors of the Nazi punitive action, turning from a cheerful teenager into a gray-haired old man for two days.::Peter-Patrick76 (peter-patrick@mail.com)', 'During WWII, a Belarusian boy is thrust into the atrocities of war, fighting with a hopelessly unequipped Soviet resistance movement against ruthless German forces. Witnessing scenes of abject terror and surviving horrifying situations, he loses his innocence and then his mind.::TheDistantPanic']",https://www.youtube.com/watch?v=UHaSQU-4wss,TRUE,1985
